latitude,longitude,crime_category,year,arrest
41.791784038,-87.658457973,Quality-of-Life,2021,True
41.756440904,-87.552835809,Violent,2022,False
41.920872897,-87.77196215,Property,2022,False
41.749028619,-87.554057964,Violent,2021,False
41.890013771,-87.631705393,Violent,2022,False
41.85177455,-87.704519796,Quality-of-Life,2019,True
41.695693983,-87.612236432,Property,2023,False
41.755004079,-87.73034298,Property,2023,False
41.791821751,-87.627738741,Violent,2023,False
41.893245325,-87.617731599,Violent,2020,False
41.693378395,-87.639986764,Quality-of-Life,2020,True
41.70319162,-87.651369057,Violent,2023,False
41.799808989,-87.723350952,Property,2023,False
41.951299957,-87.66897546,Other,2021,False
41.806849873,-87.743131225,Quality-of-Life,2023,True
41.693022265,-87.627915204,Property,2019,False
42.018188718,-87.666907033,Other,2024,False
41.901184134,-87.733645747,Violent,2020,False
41.893281677,-87.627596446,Other,2021,False
41.99814361,-87.66474703,Property,2019,False
41.750542899,-87.650585924,Violent,2019,False
41.878558729,-87.748181832,Property,2022,False
41.882144043,-87.682152139,Property,2019,False
42.017056516,-87.690198286,Violent,2019,False
41.945379797,-87.702884026,Property,2024,False
41.908452786,-87.765880756,Property,2024,True
41.883322519,-87.72906087,Violent,2019,False
41.863975503,-87.708034718,Violent,2020,False
41.783451628,-87.70326286,Property,2020,True
41.788461238,-87.623929066,Property,2021,False
41.705076429,-87.620528818,Violent,2020,True
41.806876608,-87.723555339,Quality-of-Life,2019,True
41.749778227,-87.64157532,Property,2023,False
41.783474441,-87.613273996,Violent,2022,False
41.75300257,-87.664717118,Violent,2022,False
41.933345583,-87.747280736,Property,2022,False
41.760014261,-87.570033731,Violent,2022,False
41.764452305,-87.637081449,Violent,2020,True
41.975099794,-87.679374655,Violent,2020,False
41.92510186,-87.671992307,Property,2019,False
41.792288494,-87.658841391,Property,2023,False
41.759846025,-87.637765328,Violent,2020,True
41.851755398,-87.706035889,Violent,2021,True
41.763704487,-87.683215492,Violent,2022,False
41.774974401,-87.728781177,Property,2019,False
41.810693516,-87.683929054,Property,2024,True
41.778300831,-87.579382212,Property,2022,False
41.758214815,-87.624119338,Violent,2019,False
41.916008657,-87.72896573,Other,2021,False
41.916733733,-87.652109491,Property,2023,False
41.873627047,-87.664210451,Property,2023,False
41.975226997,-87.658676098,Property,2022,False
41.802173267,-87.610974131,Violent,2022,False
41.875940367,-87.743821518,Quality-of-Life,2019,True
41.765452781,-87.628782842,Quality-of-Life,2020,True
41.899992336,-87.722560056,Quality-of-Life,2021,True
41.911247219,-87.701901094,Violent,2020,False
41.914405077,-87.711822996,Other,2022,False
41.879783165,-87.724004718,Violent,2023,True
41.890060933,-87.707273553,Property,2019,False
41.926512754,-87.709824018,Property,2024,False
41.966430564,-87.651032417,Property,2025,False
41.881732151,-87.649991662,Other,2022,False
41.888188882,-87.750455413,Violent,2020,True
41.959891679,-87.767222504,Property,2023,False
41.966661821,-87.704005334,Violent,2025,False
41.889760548,-87.627998797,Property,2022,False
41.935270542,-87.740044903,Property,2024,False
41.929629262,-87.669516415,Property,2023,False
41.764701481,-87.641532337,Property,2024,False
41.90316534,-87.629210442,Other,2024,False
41.7442883,-87.658427919,Other,2019,False
41.85706859,-87.722898905,Violent,2023,False
41.756640447,-87.663590843,Property,2021,False
41.77624505,-87.6009706,Violent,2021,False
41.759573027,-87.564772066,Violent,2021,False
41.89810642,-87.718842458,Other,2023,False
41.93986039,-87.673442355,Property,2021,False
41.81326188,-87.669952677,Quality-of-Life,2021,False
41.86549458,-87.728817596,Violent,2022,False
41.766293484,-87.561858365,Property,2024,False
41.72616995,-87.651851444,Violent,2020,True
41.931459565,-87.708625556,Violent,2023,False
41.946740833,-87.687560431,Violent,2024,False
42.005546024,-87.687996273,Property,2019,False
41.785792177,-87.664372873,Violent,2024,False
41.747184808,-87.603851467,Violent,2020,False
41.886944689,-87.615554362,Other,2023,False
41.908430535,-87.638509526,Violent,2019,False
41.982270338,-87.806941262,Violent,2020,False
41.749963336,-87.734120789,Property,2022,False
41.985951112,-87.695605718,Property,2022,False
41.770710354,-87.572755293,Property,2022,False
41.891004201,-87.632564987,Property,2023,False
41.887475918,-87.709807121,Other,2021,False
41.763436889,-87.58470617,Violent,2022,False
41.675572338,-87.640763574,Violent,2025,True
41.881858277,-87.724091496,Property,2020,False
41.675108023,-87.640677042,Violent,2020,False
41.906403927,-87.769443929,Other,2021,False
41.779013043,-87.615597022,Violent,2023,True
41.883500187,-87.627876698,Property,2021,False
41.815570068,-87.692720645,Property,2023,False
41.853455918,-87.727851822,Violent,2024,False
41.766381851,-87.648086699,Violent,2019,False
41.751708436,-87.568145845,Violent,2023,False
41.773572236,-87.661618385,Violent,2019,True
41.882970502,-87.690020737,Other,2023,False
41.908952071,-87.632210752,Other,2022,False
41.695281455,-87.642470829,Property,2024,True
41.846497251,-87.691604764,Violent,2020,False
41.894365503,-87.712623349,Quality-of-Life,2023,True
41.936335635,-87.650710119,Property,2021,True
41.9840205,-87.691899111,Violent,2024,False
41.799545914,-87.746605352,Property,2024,False
41.716416403,-87.643075974,Violent,2021,True
41.911187178,-87.677481447,Property,2019,False
41.969172203,-87.717053091,Other,2020,False
41.745323518,-87.721774581,Other,2022,False
41.760664735,-87.640641053,Property,2021,False
41.789542268,-87.726396498,Violent,2025,False
41.795807807,-87.76177065,Violent,2020,False
41.82056367,-87.704462042,Property,2021,False
41.775247024,-87.664101191,Violent,2022,False
41.684832724,-87.660799572,Violent,2019,False
41.906276004,-87.670011875,Property,2024,False
41.751582303,-87.647705407,Quality-of-Life,2019,True
41.894317173,-87.663017542,Property,2020,False
41.891038337,-87.661230157,Property,2023,False
41.86885805,-87.617419894,Violent,2024,False
41.666212378,-87.628288456,Property,2020,False
41.779491252,-87.614392796,Quality-of-Life,2022,True
41.866304579,-87.621622648,Violent,2021,False
41.75536643,-87.565654201,Violent,2023,True
41.875225471,-87.728773639,Violent,2024,False
41.73388491,-87.669311927,Violent,2024,True
41.903318608,-87.669215967,Property,2021,False
41.932306394,-87.676460292,Quality-of-Life,2025,True
41.914290834,-87.715060945,Violent,2020,True
41.794731362,-87.620291732,Other,2023,False
41.935001605,-87.672224487,Property,2022,False
41.797912252,-87.603294796,Violent,2022,False
41.929267846,-87.715897544,Violent,2019,True
41.864958112,-87.625775047,Property,2021,False
41.678634792,-87.620527832,Property,2021,False
41.959372468,-87.70637864,Other,2020,False
41.909664252,-87.742728815,Property,2020,True
41.738879933,-87.653420858,Violent,2023,True
41.873932501,-87.755886961,Other,2019,False
41.904943537,-87.680763351,Property,2023,False
41.935997146,-87.73939499,Violent,2020,False
41.774459718,-87.644649947,Property,2023,False
41.810818488,-87.712487875,Violent,2024,False
41.87405554,-87.746056576,Quality-of-Life,2019,True
41.752748627,-87.741497836,Violent,2020,False
41.767380203,-87.622695101,Quality-of-Life,2022,True
41.751573305,-87.641625677,Violent,2019,False
41.958105251,-87.704482922,Property,2021,True
41.785300017,-87.636063934,Property,2024,False
41.809445968,-87.67496226,Property,2024,False
41.911353708,-87.754388857,Violent,2023,False
41.969189482,-87.795270856,Property,2022,False
41.797563256,-87.729412422,Property,2023,False
41.691576411,-87.700077844,Property,2020,False
41.883079426,-87.749440569,Other,2021,False
41.935323831,-87.807875099,Violent,2023,False
41.748686846,-87.715395582,Property,2023,False
41.764802087,-87.576941433,Other,2019,False
41.923593819,-87.795764356,Other,2020,False
41.800584431,-87.633151269,Violent,2020,False
41.748097343,-87.662166183,Violent,2019,False
41.88946287,-87.624222942,Property,2022,False
41.929743818,-87.684273777,Property,2021,False
41.859314753,-87.67113616,Property,2020,False
41.979000097,-87.692655629,Violent,2021,False
41.795911297,-87.63186358,Quality-of-Life,2020,False
41.977989682,-87.670327342,Property,2022,False
41.920992697,-87.769528619,Other,2021,False
41.834042232,-87.674368991,Property,2019,True
41.981514051,-87.763492855,Property,2024,False
41.999849435,-87.703373069,Violent,2020,False
41.892701579,-87.708911552,Violent,2020,False
41.794430355,-87.724417769,Property,2024,False
41.735545418,-87.681326888,Violent,2022,False
41.923870246,-87.658409009,Property,2020,False
41.893957966,-87.685054934,Property,2022,False
41.962036566,-87.645883993,Other,2019,False
41.922315667,-87.713664329,Property,2022,False
41.731237682,-87.600408632,Property,2020,False
41.761244993,-87.582305221,Violent,2024,False
41.974305063,-87.657762776,Violent,2022,False
41.887919288,-87.628019052,Other,2019,False
41.950910915,-87.730764636,Property,2020,False
41.758092016,-87.633631684,Quality-of-Life,2025,True
41.991832152,-87.682929732,Property,2025,False
41.939262335,-87.71335694,Property,2024,False
41.802976212,-87.622672342,Violent,2021,False
41.784876685,-87.618974609,Property,2020,False
41.699371768,-87.626879105,Violent,2020,False
41.78328254,-87.729000131,Violent,2024,False
41.703419627,-87.631353725,Property,2024,False
41.912623707,-87.769157727,Property,2020,False
41.921776801,-87.724248381,Violent,2023,False
41.880443314,-87.74965919,Property,2021,False
41.988917718,-87.747106012,Property,2022,False
41.891969016,-87.760532202,Other,2023,False
41.872972092,-87.686889925,Property,2020,False
41.841947905,-87.72448859,Property,2024,False
42.00667554,-87.66667767,Violent,2024,False
41.816178056,-87.612841749,Violent,2023,False
41.981561032,-87.770793112,Property,2024,False
41.872640339,-87.726683119,Property,2020,False
41.808252074,-87.695859994,Property,2025,False
41.745057176,-87.621222725,Other,2024,False
41.783973137,-87.703279754,Property,2023,False
41.675301988,-87.621666393,Property,2022,False
41.850504813,-87.638472418,Other,2023,False
41.956426609,-87.684896479,Property,2021,False
41.909390201,-87.76454622,Property,2022,False
41.747657989,-87.602307009,Violent,2022,False
41.886496975,-87.699915689,Property,2022,False
41.873807522,-87.69445629,Violent,2023,False
41.960526043,-87.656301624,Property,2021,False
41.890389063,-87.626673392,Violent,2022,False
41.809297059,-87.591967028,Violent,2024,False
41.808634077,-87.645527495,Property,2022,False
41.969078381,-87.65560801,Violent,2021,False
41.933812673,-87.776056774,Violent,2019,True
41.995009162,-87.660420591,Violent,2024,False
41.773335833,-87.665316173,Violent,2020,False
41.752909599,-87.580899821,Property,2023,False
41.963655432,-87.650907597,Other,2019,False
41.83619432,-87.648663533,Other,2025,False
41.788612829,-87.732829619,Property,2024,False
41.759722788,-87.574919245,Violent,2023,False
41.972359593,-87.728142793,Violent,2022,True
41.950236246,-87.76197757,Violent,2021,False
41.930320171,-87.638790189,Property,2023,False
41.74634568,-87.653627921,Property,2022,False
41.88993496,-87.637696349,Violent,2022,False
41.891990384,-87.611461502,Property,2022,False
41.781989896,-87.688600214,Violent,2019,False
41.806950719,-87.723558305,Property,2024,False
41.914055338,-87.633396724,Other,2019,False
41.956118107,-87.651539483,Violent,2022,False
41.884476226,-87.631310613,Violent,2023,False
41.89088754,-87.673079895,Property,2024,False
41.693206691,-87.535282627,Violent,2021,False
41.793297221,-87.651206852,Property,2024,False
41.791380199,-87.724699662,Property,2020,False
41.93574847,-87.653965328,Property,2024,False
41.696835548,-87.64856548,Violent,2020,False
41.948908751,-87.707881754,Violent,2022,False
41.90331846,-87.669190255,Property,2024,False
41.832327969,-87.666442413,Violent,2020,False
41.935858408,-87.745497265,Violent,2019,False
41.77303753,-87.664043508,Quality-of-Life,2019,True
41.813142284,-87.608818679,Other,2021,False
42.005637434,-87.673186156,Violent,2020,False
41.761304584,-87.632116,Other,2021,False
41.899898549,-87.661071135,Other,2023,False
41.814470499,-87.604478745,Property,2024,False
41.665177123,-87.634023752,Other,2020,False
41.73665603,-87.545820897,Property,2024,False
41.905483409,-87.64812943,Other,2020,False
41.885384381,-87.629486511,Property,2023,False
41.921462031,-87.748690252,Violent,2023,False
41.886142161,-87.7748517,Violent,2021,False
41.799467397,-87.595428744,Quality-of-Life,2020,True
41.878458449,-87.745204753,Property,2020,False
41.910225417,-87.696264504,Violent,2023,False
41.813998222,-87.640807685,Property,2023,False
41.893223483,-87.63153437,Property,2019,False
41.722578383,-87.662706548,Property,2021,False
41.78142822,-87.625359512,Violent,2023,False
41.944953005,-87.649416212,Violent,2022,True
41.922659223,-87.644866435,Property,2022,False
41.839363308,-87.621917587,Property,2021,False
41.786756825,-87.619023405,Other,2025,False
41.857237313,-87.628701343,Property,2020,False
41.841622651,-87.617191438,Violent,2019,False
41.748223081,-87.653677744,Other,2019,True
41.854840064,-87.706560015,Quality-of-Life,2021,True
41.892613563,-87.721106142,Property,2023,False
41.886336709,-87.712275069,Violent,2025,True
41.909289945,-87.647258453,Property,2024,False
41.942460532,-87.748090462,Violent,2021,False
41.928197299,-87.722511576,Violent,2023,False
41.841350479,-87.626860911,Violent,2023,False
41.749806262,-87.633065697,Property,2023,False
41.928978204,-87.707510549,Violent,2023,False
41.858643312,-87.6239505,Quality-of-Life,2023,True
41.880829748,-87.76487669,Property,2023,False
41.757298587,-87.621516226,Property,2021,False
41.647038122,-87.615951454,Violent,2019,False
41.724965473,-87.682188494,Property,2021,False
41.95705208,-87.708110961,Property,2023,False
41.760065748,-87.663661519,Property,2020,False
41.928092276,-87.783158601,Property,2021,False
41.843603439,-87.712325173,Property,2022,False
41.866363712,-87.774161111,Property,2024,False
41.829762043,-87.6740423,Other,2024,False
41.968078177,-87.743344185,Other,2022,False
41.821122531,-87.621532538,Property,2021,False
41.709982123,-87.615054293,Property,2020,False
41.863375231,-87.659636657,Property,2021,False
41.933884239,-87.702879644,Other,2021,False
41.749941161,-87.689437723,Other,2020,False
41.772169411,-87.665771853,Property,2020,False
41.786529896,-87.622256323,Violent,2024,False
41.655040414,-87.542307699,Property,2021,False
41.902644773,-87.728026491,Violent,2022,False
41.78210152,-87.586502002,Violent,2024,False
41.749022636,-87.708473571,Violent,2021,False
41.920432964,-87.64980304,Property,2023,False
41.895877613,-87.706566627,Violent,2019,True
41.776797342,-87.604098905,Other,2024,False
41.896089327,-87.666209218,Violent,2022,False
41.943910007,-87.64938325,Property,2023,False
41.902139094,-87.766043189,Violent,2021,False
41.686160812,-87.651918704,Violent,2023,False
41.884249554,-87.650148454,Property,2024,False
41.722300037,-87.632166603,Violent,2019,False
41.898506443,-87.764525271,Property,2022,False
41.920033288,-87.746197363,Other,2023,False
41.865336883,-87.625785555,Property,2021,False
41.75758638,-87.612654517,Other,2024,False
41.787368676,-87.663179444,Property,2022,True
41.852552121,-87.723525464,Property,2019,False
41.8987338,-87.702454143,Violent,2019,False
41.87579865,-87.751548394,Violent,2020,False
41.892631803,-87.618362824,Property,2023,False
41.798893722,-87.672011626,Violent,2021,False
41.987166265,-87.701964302,Property,2020,False
41.95347181,-87.743552438,Property,2020,True
41.967683148,-87.676174203,Violent,2021,False
41.763500481,-87.566469939,Other,2019,False
41.852192114,-87.674729636,Violent,2022,False
41.782081122,-87.615152161,Violent,2020,False
41.973339203,-87.653132052,Property,2024,False
41.854339781,-87.619875959,Property,2020,False
41.736396961,-87.62179837,Violent,2023,False
41.771092023,-87.571544717,Property,2019,False
41.776085366,-87.602182244,Property,2023,False
41.711382468,-87.596960774,Violent,2022,True
41.864276948,-87.659909872,Violent,2019,False
41.706084054,-87.636261344,Property,2025,False
41.988368471,-87.655333549,Other,2022,False
41.806249568,-87.663686943,Violent,2024,False
41.8542974,-87.732887316,Property,2023,False
41.891658972,-87.628796934,Violent,2021,False
41.830697249,-87.614476891,Violent,2019,False
41.796278388,-87.702253422,Violent,2020,False
41.989984657,-87.660907565,Property,2025,False
41.797116959,-87.794152787,Other,2025,False
41.750857878,-87.602743451,Violent,2019,False
41.791126483,-87.698607611,Other,2023,False
41.689896057,-87.642301456,Quality-of-Life,2020,True
41.75036888,-87.66297807,Quality-of-Life,2019,True
41.976851852,-87.654999693,Property,2024,False
41.925843451,-87.702341464,Property,2022,False
41.957207671,-87.724293473,Violent,2023,False
41.991290182,-87.701853658,Property,2019,False
41.907311621,-87.712909405,Property,2019,False
41.919222845,-87.689215828,Other,2024,False
41.764682386,-87.663785792,Violent,2020,True
41.778015745,-87.598061446,Property,2023,True
41.746727571,-87.613593151,Violent,2024,False
41.849362301,-87.701511725,Property,2019,False
41.809543637,-87.666205605,Property,2021,False
41.92291556,-87.742613974,Property,2024,False
41.925300314,-87.73414387,Other,2023,False
41.754830943,-87.667193967,Property,2021,False
41.814563821,-87.604481355,Other,2023,False
41.774398607,-87.611887103,Property,2020,False
41.939448186,-87.737047403,Violent,2019,False
41.992052988,-87.798536155,Other,2022,False
41.78468543,-87.622207038,Violent,2024,False
41.969133529,-87.651481608,Property,2020,False
41.781246706,-87.591377284,Property,2022,False
41.910122522,-87.705986438,Quality-of-Life,2021,True
41.969144142,-87.719498702,Violent,2023,False
41.871731365,-87.71677468,Quality-of-Life,2024,True
41.917837576,-87.673368002,Violent,2023,False
41.926815486,-87.634216374,Property,2021,False
41.74755353,-87.668225645,Violent,2023,False
41.853780749,-87.635639977,Violent,2024,False
41.692675187,-87.684520712,Property,2021,False
41.858453744,-87.661332857,Property,2019,True
41.904089523,-87.671555322,Other,2021,False
41.910592489,-87.731235825,Violent,2019,False
41.774616767,-87.586335882,Other,2023,False
41.883055434,-87.682205313,Other,2024,False
41.901231586,-87.755751266,Property,2022,False
41.759327126,-87.586154041,Other,2019,True
42.019399237,-87.675049485,Property,2022,True
41.892479421,-87.627443675,Property,2019,False
41.889539419,-87.634020667,Violent,2025,False
41.725981814,-87.646984908,Violent,2020,False
41.708309241,-87.608246403,Violent,2020,True
41.915798196,-87.726524412,Violent,2022,False
41.746582742,-87.629194405,Property,2024,False
41.901354465,-87.720170442,Violent,2021,False
41.882394062,-87.627844798,Property,2023,False
41.868034106,-87.639215155,Violent,2024,False
41.978991238,-87.659941972,Property,2021,False
41.788987036,-87.74147999,Other,2019,True
41.963070794,-87.655984213,Property,2025,True
41.881183104,-87.68498211,Property,2019,True
41.902842034,-87.667479717,Violent,2020,False
41.88946287,-87.624222942,Property,2024,False
41.733730634,-87.676369881,Property,2022,False
41.848415774,-87.684329448,Quality-of-Life,2020,True
41.677978384,-87.626666534,Quality-of-Life,2021,False
41.93447733,-87.731059006,Violent,2023,False
41.893983414,-87.634648001,Property,2020,False
41.892753031,-87.624193896,Property,2023,False
41.918778453,-87.74444887,Violent,2023,False
41.941789722,-87.723598498,Other,2023,False
41.773523693,-87.63326236,Property,2022,False
41.879468598,-87.747942191,Property,2022,False
41.736507824,-87.545819043,Violent,2025,False
41.866491504,-87.697451501,Quality-of-Life,2019,True
41.879955866,-87.680040875,Property,2023,False
41.785417919,-87.729060746,Property,2021,False
41.99060508,-87.671811275,Property,2019,False
41.870026489,-87.744889197,Violent,2020,False
41.874225471,-87.735906276,Quality-of-Life,2020,True
41.81032229,-87.739577968,Property,2023,False
41.779059693,-87.615596501,Property,2020,True
41.888489495,-87.75291698,Violent,2024,True
41.691762321,-87.684211348,Property,2020,False
41.754592961,-87.741528537,Property,2019,False
41.733226633,-87.544364336,Property,2023,False
41.753773687,-87.642903084,Other,2021,False
41.942626806,-87.654190044,Property,2019,False
41.855524939,-87.6978538,Violent,2020,True
41.880815147,-87.75263391,Quality-of-Life,2022,True
41.92997759,-87.648918387,Property,2021,False
41.887898497,-87.637204288,Violent,2024,False
41.89307048,-87.726016035,Property,2023,False
41.972202682,-87.657707768,Other,2024,False
41.865165482,-87.695867653,Property,2023,False
41.86390688,-87.708031716,Violent,2024,False
41.868165405,-87.62743954,Property,2024,False
41.908489244,-87.630121799,Other,2021,False
41.761777349,-87.583559886,Property,2024,False
41.878638996,-87.627691486,Violent,2022,False
41.799462885,-87.596008257,Violent,2020,False
41.966653193,-87.654795347,Property,2024,False
41.976262289,-87.663957251,Violent,2023,True
41.695194907,-87.671599398,Other,2020,False
41.863452644,-87.652752463,Violent,2024,False
42.001822361,-87.689987495,Property,2019,False
41.693455074,-87.626445895,Violent,2022,False
41.766047651,-87.578975856,Violent,2020,False
41.883737099,-87.730665433,Property,2022,False
41.766859444,-87.572654154,Violent,2021,False
41.729524765,-87.660447195,Property,2020,False
41.736686735,-87.555566489,Property,2022,False
41.913418946,-87.791253558,Violent,2022,False
41.792991176,-87.616713585,Property,2024,False
41.94329648,-87.672068964,Property,2022,False
41.81811276,-87.60674129,Violent,2024,False
41.966057848,-87.669370028,Other,2024,False
41.881806144,-87.74622063,Property,2021,False
41.758380026,-87.579802353,Property,2019,False
41.749311271,-87.556487851,Property,2020,False
41.76265,-87.64677388,Other,2020,True
41.876988215,-87.733662707,Violent,2023,False
41.752297175,-87.600359675,Other,2022,False
41.712723895,-87.657150356,Violent,2019,False
41.886560206,-87.716062887,Other,2022,False
41.779959775,-87.632030122,Violent,2020,False
41.917042792,-87.634131989,Violent,2023,False
41.952897791,-87.787860507,Property,2022,False
41.764793071,-87.632195313,Property,2020,False
41.83805499,-87.645458414,Property,2019,False
41.730199027,-87.608857558,Property,2023,False
41.969694934,-87.703644528,Property,2023,False
41.878506591,-87.635213191,Quality-of-Life,2024,False
41.791383375,-87.793991818,Other,2020,False
41.730276993,-87.603830307,Property,2021,False
41.852750046,-87.640815604,Property,2020,False
41.891308785,-87.614359614,Property,2022,False
41.785685322,-87.616622615,Property,2024,False
41.933292598,-87.669482106,Property,2019,False
41.822199933,-87.602134797,Property,2023,False
41.751188365,-87.610739804,Property,2020,False
41.746259974,-87.663332294,Other,2023,False
41.941210812,-87.774867626,Violent,2023,False
41.948519809,-87.775101594,Other,2021,False
41.932346705,-87.739274504,Property,2023,False
41.715372,-87.562947452,Property,2021,False
41.848940759,-87.711260548,Property,2023,False
41.865541907,-87.768294247,Violent,2024,False
41.979287527,-87.78297926,Property,2020,False
41.688969569,-87.622237032,Property,2024,False
41.963085287,-87.696885371,Property,2024,False
41.874180626,-87.66785807,Violent,2021,False
41.815875001,-87.609162058,Property,2022,False
41.659108368,-87.6164872,Quality-of-Life,2019,False
41.863196881,-87.614817819,Property,2024,False
41.809919266,-87.629810711,Property,2021,False
41.906687282,-87.764577561,Violent,2020,False
41.792675521,-87.765432577,Property,2019,False
41.866706758,-87.679581027,Other,2021,False
41.834790542,-87.653500214,Other,2020,True
41.941994438,-87.688244212,Property,2024,False
41.878887224,-87.724273943,Quality-of-Life,2019,True
41.910584156,-87.643416457,Property,2020,False
41.756461265,-87.716889646,Violent,2024,False
41.717678402,-87.615246975,Property,2025,False
41.875192342,-87.731347893,Property,2023,False
41.902820525,-87.708074616,Property,2024,False
41.819398367,-87.604345826,Violent,2021,False
41.750967358,-87.624158809,Property,2019,False
41.919062591,-87.647333823,Property,2024,False
41.93464347,-87.74671757,Violent,2022,False
41.972359593,-87.728142793,Quality-of-Life,2022,True
41.772373304,-87.729920049,Other,2023,False
41.976851852,-87.654999693,Property,2019,False
41.882916217,-87.694552843,Property,2024,False
41.967220759,-87.716994681,Property,2023,False
41.805883397,-87.664897479,Property,2019,False
41.858403798,-87.707876091,Violent,2024,False
41.912050955,-87.764313185,Property,2022,False
41.857466938,-87.622322657,Property,2023,False
41.78782098,-87.685091314,Property,2022,False
41.750858861,-87.708525393,Property,2019,False
41.7811938,-87.765515565,Other,2019,False
41.756908144,-87.590191666,Property,2021,False
41.703526071,-87.607406613,Violent,2023,False
41.903464369,-87.696893755,Property,2025,False
41.845615439,-87.703838747,Property,2020,False
41.818375893,-87.620708181,Property,2019,False
41.932688844,-87.650756356,Property,2020,False
